player_name,season_injured,injury,injured_since,injured_until,duration,games_missed,club
Jonny Evans,2021-2022,Foot Injury,2021-08-01,2021-09-10,40 days,4.0,Leicester
Jonny Evans,2020-2021,Muscle Injury,2021-05-06,2021-05-12,6 days,2.0,Leicester
Jonny Evans,2020-2021,Knock,2021-01-28,2021-01-29,1 days,,Leicester
Jonny Evans,2020-2021,Back Injury,2020-10-26,2020-11-07,12 days,3.0,Leicester
Jonny Evans,2020-2021,Knock,2020-10-15,2020-10-17,2 days,,Leicester
Jonny Evans,2020-2021,Thigh Muscle Strain,2020-09-10,2020-09-26,16 days,3.0,Leicester
Jonny Evans,2019-2020,Thigh Muscle Strain,2019-11-24,2019-11-30,6 days,,Leicester
Jonny Evans,2019-2020,Hip Injury,2019-03-31,2019-04-11,11 days,1.0,Leicester
Jonny Evans,2018-2019,Toe Injury,2019-01-08,2019-01-18,10 days,1.0,West Brom
Jonny Evans,2018-2019,Ill,2018-12-27,2018-12-31,4 days,1.0,Leicester
Jonny Evans,2018-2019,Knock,2018-12-02,2018-12-07,5 days,1.0,Leicester
Jonny Evans,2018-2019,Knock,2018-07-28,2018-08-09,12 days,,Leicester
Jonny Evans,2017-2018,Thigh Problems,2017-08-01,2017-09-01,31 days,4.0,Leicester
Jonny Evans,2016-2017,Calf Strain,2017-01-02,2017-02-11,40 days,7.0,West Brom
Jonny Evans,2016-2017,Calf Injury,2016-12-11,2016-12-25,14 days,3.0,West Brom
Craig Dawson,2019-2020,Head Injury,2019-11-24,2019-12-13,19 days,3.0,Watford
Craig Dawson,2017-2018,Knee Injury,2017-10-21,2017-12-26,66 days,12.0,West Brom
Gareth McAuley,2016-2017,Thigh Problems,2017-06-10,2017-09-10,92 days,5.0,West Brom
Sam Field,2020-2021,Knee Injury,2020-10-22,2021-01-15,85 days,13.0,West Brom
James Morrison,2017-2018,Achilles tendon problems,2017-10-06,2018-06-01,238 days,34.0,West Brom
Chris Brunt,2016-2017,Cruciate Ligament Rupture,2016-02-29,2016-10-24,238 days,21.0,West Brom
Nacer Chadli,2017-2018,Knock,2018-04-10,2018-05-04,24 days,3.0,West Brom
Nacer Chadli,2017-2018,Thigh Muscle Strain,2017-12-24,2018-04-08,105 days,17.0,West Brom
Nacer Chadli,2017-2018,Torn Muscle Fibre,2017-11-16,2017-12-21,35 days,7.0,West Brom
Matt Phillips,2020-2021,Virus Infection,2021-01-04,2021-01-25,21 days,3.0,West Brom
Matt Phillips,2017-2018,Hamstring Injury,2018-01-01,2018-01-12,11 days,2.0,West Brom
Matt Phillips,2017-2018,Hamstring Injury,2017-11-30,2017-12-25,25 days,5.0,West Brom
Matt Phillips,2016-2017,Hamstring Injury,2017-04-25,2017-06-30,66 days,5.0,West Brom
Matt Phillips,2016-2017,Hamstring Injury,2017-02-11,2017-04-04,52 days,7.0,West Brom
Hal Robson-Kanu,2020-2021,Arm Injury,2020-11-30,2021-01-15,46 days,8.0,West Brom
Hal Robson-Kanu,2020-2021,Fractured Arm,2020-10-06,2020-11-20,45 days,4.0,West Brom
Hal Robson-Kanu,2020-2021,Knock,2020-09-23,2020-09-26,3 days,1.0,West Brom
Hal Robson-Kanu,2017-2018,Concussion,2018-03-18,2018-04-20,33 days,3.0,West Brom
Hal Robson-Kanu,2017-2018,Strain,2017-10-09,2017-10-28,19 days,3.0,West Brom
Tom Heaton,2020-2021,Knock,2020-11-10,2020-12-12,32 days,3.0,Aston Villa
Tom Heaton,2019-2020,Cruciate Ligament Injury,2020-01-01,2020-11-07,311 days,31.0,Aston Villa
Tom Heaton,2019-2020,Calf Strain,2019-11-10,2019-11-24,14 days,1.0,Aston Villa
Tom Heaton,2018-2019,Calf Strain,2018-06-09,2018-08-11,63 days,3.0,Burnley
Tom Heaton,2017-2018,Shoulder Injury,2017-09-10,2018-03-31,202 days,30.0,Burnley
Nick Pope,2022-2023,Thigh Problems,2023-03-19,2023-03-31,12 days,,Burnley
Nick Pope,2021-2022,Corona virus,2021-12-29,2022-01-06,8 days,2.0,Burnley
Nick Pope,2020-2021,Knee Surgery,2021-05-12,2021-06-30,49 days,3.0,Burnley
Nick Pope,2020-2021,Head Injury,2020-11-27,2020-12-04,7 days,1.0,Burnley
Nick Pope,2018-2019,Shoulder Injury,2018-07-26,2019-01-04,162 days,28.0,Burnley
Michael Keane,2019-2020,Neck Injury,2020-01-17,2020-01-20,3 days,1.0,Everton
Michael Keane,2018-2019,Ill,2019-03-31,2019-04-08,8 days,1.0,Everton
Michael Keane,2018-2019,Fractured Skull,2018-08-25,2018-09-22,28 days,4.0,Everton
Michael Keane,2017-2018,Cut,2017-09-22,2017-09-30,8 days,2.0,Everton
Ben Mee,2021-2022,Hairline crack in calfbone,2022-03-01,2022-06-30,121 days,14.0,Burnley
Ben Mee,2020-2021,Head Injury,2021-02-14,2021-02-21,7 days,2.0,Burnley
Ben Mee,2020-2021,Thigh Muscle Strain,2020-07-03,2020-11-05,125 days,15.0,Burnley
Ben Mee,2017-2018,Shinbone injury,2018-04-05,2018-06-01,57 days,7.0,Burnley
James Tarkowski,2020-2021,Toe Injury,2020-09-16,2020-09-29,13 days,4.0,Burnley
James Tarkowski,2018-2019,Groin Injury,2018-11-04,2018-11-30,26 days,2.0,Burnley
James Tarkowski,2018-2019,Groin Strain,2018-10-07,2018-10-19,12 days,,Burnley
James Tarkowski,2018-2019,Groin Strain,2018-10-01,2018-10-05,4 days,,Burnley
James Tarkowski,2017-2018,Knock,2018-05-26,2018-08-11,77 days,3.0,Brentford
James Tarkowski,2017-2018,Groin Strain,2018-01-22,2018-02-10,19 days,3.0,Brentford
Kevin Long,2020-2021,Ankle Injury,2020-12-30,2021-01-11,12 days,1.0,Burnley
Kevin Long,2019-2020,Hip Injury,2019-11-20,2019-12-20,30 days,5.0,Burnley
Kevin Long,2016-2017,Knee Injury,2017-01-19,2017-06-01,133 days,19.0,Burnley
Stephen Ward,2018-2019,Knee Injury,2018-09-27,2019-01-11,106 days,16.0,Burnley
Stephen Ward,2018-2019,Foot Injury,2018-09-07,2018-09-15,8 days,,Burnley
Stephen Ward,2017-2018,Knee Injury,2017-12-12,2018-02-10,60 days,12.0,Wolves
Matthew Lowton,2020-2021,Knee Injury,2020-10-01,2020-10-25,24 days,2.0,Burnley
Matthew Lowton,2019-2020,Ankle Injury,2020-06-28,2020-09-16,80 days,7.0,Burnley
Matthew Lowton,2019-2020,Knee Injury,2020-02-03,2020-06-10,128 days,4.0,Burnley
Matthew Lowton,2018-2019,Toe Injury,2019-01-20,2019-02-08,19 days,3.0,Burnley
Matthew Lowton,2018-2019,Knock,2019-01-03,2019-01-11,8 days,1.0,Burnley
Matthew Lowton,2017-2018,Knock,2017-11-27,2017-12-15,18 days,4.0,Burnley
Steven Defour,2019-2020,Calf Injury,2019-01-27,2019-09-14,230 days,1.0,Burnley
Steven Defour,2018-2019,Knee Injury,2018-11-11,2018-11-25,14 days,,Burnley
Steven Defour,2018-2019,Calf Strain,2018-07-11,2018-09-24,75 days,12.0,Burnley
Steven Defour,2017-2018,Cartilage Damage,2018-01-22,2018-06-30,159 days,14.0,Burnley
Steven Defour,2016-2017,Hamstring Injury,2017-01-31,2017-03-04,32 days,6.0,Burnley
Ashley Westwood,2021-2022,Ankle Fracture,2022-04-17,2022-12-31,258 days,36.0,Burnley
Ashley Westwood,2020-2021,Bruise,2020-12-30,2021-01-11,12 days,1.0,Burnley
Ashley Westwood,2019-2020,Groin Injury,2019-12-15,2019-12-20,5 days,,Burnley
Ashley Westwood,2019-2020,Groin Injury,2019-11-24,2019-12-13,19 days,3.0,Burnley
Ashley Westwood,2018-2019,Ill,2019-02-24,2019-03-01,5 days,1.0,Aston Villa
Jeff Hendrick,2020-2021,Ill,2020-12-23,2020-12-29,6 days,1.0,Newcastle
Jeff Hendrick,2017-2018,Thigh Muscle Strain,2017-08-20,2017-09-18,29 days,4.0,Burnley
Scott Arfield,2017-2018,Calf Strain,2018-02-15,2018-05-13,87 days,11.0,Burnley
Dean Marney,2017-2018,Knee Injury,2018-01-20,2018-02-23,34 days,4.0,Burnley
Dean Marney,2016-2017,Cruciate Ligament Rupture,2017-01-22,2017-12-25,337 days,40.0,Burnley
Robbie Brady,2020-2021,Calf Injury,2021-02-01,2021-02-12,11 days,3.0,Burnley
Robbie Brady,2020-2021,Knock,2021-01-23,2021-01-26,3 days,1.0,Burnley
Robbie Brady,2020-2021,Thigh Muscle Strain,2020-12-22,2020-12-28,6 days,1.0,Burnley
Robbie Brady,2020-2021,Thigh Muscle Strain,2020-12-06,2020-12-12,6 days,,Burnley
Robbie Brady,2020-2021,Hamstring Injury,2020-11-24,2020-12-04,10 days,1.0,Burnley
Robbie Brady,2020-2021,Groin Injury,2020-11-19,2020-11-23,4 days,1.0,Burnley
Robbie Brady,2020-2021,Chest injury,2020-09-21,2020-10-02,11 days,3.0,Burnley
Robbie Brady,2019-2020,Groin Strain,2020-06-22,2020-07-04,12 days,3.0,Burnley
Robbie Brady,2019-2020,Calf Injury,2020-01-02,2020-01-18,16 days,2.0,Burnley
Robbie Brady,2019-2020,Chest injury,2019-08-08,2019-09-13,36 days,5.0,Burnley
Robbie Brady,2018-2019,Knock,2019-05-05,2019-05-11,6 days,,Burnley
Robbie Brady,2018-2019,Groin Strain,2019-02-03,2019-02-22,19 days,1.0,Burnley
Robbie Brady,2018-2019,Groin Injury,2019-01-27,2019-02-01,5 days,1.0,Burnley
Robbie Brady,2018-2019,Knock,2018-12-16,2019-01-01,16 days,3.0,Burnley
Robbie Brady,2018-2019,Ankle Injury,2018-12-02,2018-12-04,2 days,,Burnley
Robbie Brady,2017-2018,Knee Injury,2017-12-02,2018-10-27,329 days,41.0,Burnley
Jóhann Berg Gudmundsson,2021-2022,Calf Injury,2022-02-22,2022-08-21,180 days,21.0,Burnley
Jóhann Berg Gudmundsson,2021-2022,Appendectomy,2022-01-24,2022-02-21,28 days,4.0,Burnley
Jóhann Berg Gudmundsson,2021-2022,Corona virus,2022-01-04,2022-01-18,14 days,1.0,Burnley
Jóhann Berg Gudmundsson,2021-2022,Unknown Injury,2021-10-04,2021-10-20,16 days,1.0,Burnley
Jóhann Berg Gudmundsson,2020-2021,Groin Strain,2021-02-18,2021-03-04,14 days,3.0,Burnley
Jóhann Berg Gudmundsson,2020-2021,Thigh Muscle Strain,2020-11-29,2021-01-11,43 days,7.0,Burnley
Jóhann Berg Gudmundsson,2020-2021,Thigh Muscle Strain,2020-10-28,2020-11-05,8 days,1.0,Burnley
Jóhann Berg Gudmundsson,2020-2021,Groin Strain,2020-10-13,2020-10-18,5 days,,Burnley
Jóhann Berg Gudmundsson,2020-2021,Knee Injury,2020-09-18,2020-10-02,14 days,4.0,Burnley
Jóhann Berg Gudmundsson,2020-2021,Thigh Muscle Strain,2020-02-23,2020-07-04,132 days,5.0,Burnley
Jóhann Berg Gudmundsson,2019-2020,Thigh Muscle Strain,2020-01-05,2020-02-21,47 days,6.0,Burnley
Jóhann Berg Gudmundsson,2019-2020,Thigh Muscle Strain,2019-10-13,2019-12-25,73 days,10.0,Burnley
Jóhann Berg Gudmundsson,2019-2020,Calf Strain,2019-08-26,2019-09-27,32 days,4.0,Burnley
Jóhann Berg Gudmundsson,2018-2019,Calf Strain,2019-03-23,2019-03-29,6 days,,Burnley
Jóhann Berg Gudmundsson,2018-2019,Thigh Muscle Strain,2019-02-03,2019-02-22,19 days,1.0,Burnley
Jóhann Berg Gudmundsson,2018-2019,Hamstring Injury,2018-12-09,2018-12-25,16 days,2.0,Burnley
Jóhann Berg Gudmundsson,2018-2019,Calf Injury,2018-11-11,2018-11-30,19 days,1.0,Burnley
Jóhann Berg Gudmundsson,2018-2019,Hamstring Injury,2018-08-27,2018-09-15,19 days,2.0,Burnley
Jóhann Berg Gudmundsson,2016-2017,Knee Injury,2017-02-18,2017-04-15,56 days,9.0,Burnley
Andre Gray,2020-2021,Hamstring Injury,2020-09-01,2020-10-30,59 days,10.0,Watford
Andre Gray,2018-2019,Knock,2018-12-06,2019-01-18,43 days,8.0,Watford
Ashley Barnes,2021-2022,Groin Injury,2021-11-18,2022-02-06,80 days,9.0,Burnley
Ashley Barnes,2020-2021,Bruise,2021-01-27,2021-02-05,9 days,3.0,Burnley
Ashley Barnes,2019-2020,Corona virus,2020-03-14,2020-03-28,14 days,,Burnley
Ashley Barnes,2019-2020,Groin Surgery,2020-01-02,2020-09-29,271 days,23.0,Burnley
Ashley Barnes,2019-2020,Groin Injury,2019-12-05,2019-12-13,8 days,1.0,Burnley
Ashley Barnes,2019-2020,Groin Injury,2019-10-17,2019-10-25,8 days,1.0,Burnley
Ashley Barnes,2019-2020,Groin Injury,2019-09-01,2019-09-13,12 days,,Burnley
Ashley Barnes,2017-2018,Shoulder Injury,2018-05-06,2018-07-09,64 days,2.0,Burnley
Ashley Barnes,2016-2017,Hamstring Injury,2016-08-01,2016-11-05,96 days,12.0,Burnley
Ederson,2020-2021,Virus Infection,2020-12-27,2021-01-12,16 days,3.0,Man City
Ederson,2019-2020,Ill,2019-12-30,2020-01-07,8 days,3.0,Man City
Ederson,2019-2020,Ill,2019-12-08,2019-12-14,6 days,1.0,Man City
Ederson,2019-2020,Muscular problems,2019-11-06,2019-11-22,16 days,2.0,Man City
Ederson,2016-2017,Meniscal Injury,2016-07-11,2016-08-09,29 days,1.0,Man City
Aymeric Laporte,2022-2023,Ill,2023-02-21,2023-02-24,3 days,1.0,Man City
Aymeric Laporte,2022-2023,Knee Surgery,2022-06-30,2022-10-03,95 days,11.0,Man City
Aymeric Laporte,2020-2021,Strain,2020-12-28,2021-01-18,21 days,5.0,Man City
Aymeric Laporte,2020-2021,Knock,2020-10-15,2020-10-22,7 days,2.0,Man City
Aymeric Laporte,2020-2021,Corona virus,2020-09-07,2020-09-28,21 days,3.0,Man City
Aymeric Laporte,2019-2020,Hamstring Injury,2020-02-27,2020-06-15,109 days,3.0,Man City
Aymeric Laporte,2019-2020,Knock,2020-01-23,2020-02-20,28 days,4.0,Man City
Aymeric Laporte,2019-2020,Knee Injury,2019-08-29,2020-01-20,144 days,31.0,Man City
Aymeric Laporte,2018-2019,Muscle Injury,2019-02-25,2019-03-11,14 days,3.0,Man City
Benjamin Mendy,2020-2021,Muscle Injury,2020-10-04,2020-11-24,51 days,8.0,Man City
Benjamin Mendy,2020-2021,Knock,2020-07-03,2020-07-10,7 days,2.0,Man City
Benjamin Mendy,2019-2020,Quarantine,2020-03-12,2020-03-25,13 days,,Man City
Benjamin Mendy,2019-2020,Foot Injury,2020-01-19,2020-02-18,30 days,4.0,Man City
Benjamin Mendy,2019-2020,Knee Injury,2019-11-05,2019-11-17,12 days,2.0,Man City
Benjamin Mendy,2019-2020,Hamstring Injury,2019-10-02,2019-10-18,16 days,1.0,Man City
Benjamin Mendy,2018-2019,Knee Injury,2019-04-17,2019-09-17,153 days,13.0,Man City
Benjamin Mendy,2018-2019,Meniscal Injury,2019-01-25,2019-02-27,33 days,9.0,Man City
Benjamin Mendy,2018-2019,Knee Injury,2019-01-24,2019-04-03,69 days,15.0,Man City
Benjamin Mendy,2018-2019,Knee Surgery,2018-11-14,2019-01-21,68 days,16.0,Man City
Benjamin Mendy,2018-2019,Foot Injury,2018-09-14,2018-10-07,23 days,7.0,Man City
Benjamin Mendy,2018-2019,Knock,2018-08-06,2018-08-11,5 days,,Man City
Benjamin Mendy,2017-2018,Thigh Problems,2018-06-30,2018-07-13,13 days,,Man City
Benjamin Mendy,2017-2018,Knock,2018-05-10,2018-05-15,5 days,1.0,Man City
Benjamin Mendy,2017-2018,Cruciate Ligament Rupture,2017-09-25,2018-04-11,198 days,43.0,Man City
Benjamin Mendy,2017-2018,Thigh Muscle Strain,2017-07-24,2017-08-24,31 days,2.0,Man City
Danilo,2019-2020,Biceps femoris muscle injury,2019-09-25,2019-10-15,20 days,3.0,Man City
Danilo,2018-2019,Unknown Injury,2018-12-10,2018-12-22,12 days,4.0,Man City
Danilo,2018-2019,Ankle Injury,2018-10-16,2018-10-29,13 days,3.0,Man City
Tom Dele-Bashiru,2020-2021,Cruciate Ligament Rupture,2020-10-04,2021-07-04,273 days,43.0,Watford
Tom Dele-Bashiru,2020-2021,Knee Injury,2020-09-01,2020-09-24,23 days,4.0,Watford
Bernardo Silva,2021-2022,Muscular problems,2021-11-09,2021-11-12,3 days,,Man City
Bernardo Silva,2020-2021,Muscle Injury,2020-09-08,2020-09-30,22 days,4.0,Man City
Bernardo Silva,2018-2019,Knock,2019-04-07,2019-04-14,7 days,2.0,Man City
Jack Harrison,2018-2019,Muscle Injury,2018-10-25,2018-10-31,6 days,1.0,Leeds
Jack Harrison,2018-2019,Muscle Injury,2018-10-10,2018-10-21,11 days,1.0,Leeds
Ethan Ampadu,2020-2021,Groin Injury,2020-11-23,2020-12-12,19 days,2.0,Sheffield Utd
Ethan Ampadu,2020-2021,Knock,2020-11-01,2020-11-21,20 days,1.0,Sheffield Utd
Dujon Sterling,2022-2023,Groin Injury,2022-11-06,2023-01-15,70 days,9.0,Stoke
Curtis Jones,2022-2023,Stress response of the bone,2022-09-01,2022-10-13,42 days,7.0,Liverpool
Curtis Jones,2021-2022,Eye Injury,2021-11-02,2022-01-02,61 days,14.0,Liverpool
Mohamed Salah,2020-2021,Corona virus,2020-11-13,2020-11-24,11 days,1.0,Liverpool
Mohamed Salah,2019-2020,Ankle Injury,2019-11-11,2019-11-22,11 days,,Liverpool
Mohamed Salah,2019-2020,Ankle problems,2019-10-06,2019-10-22,16 days,1.0,Liverpool
Victor Lindelöf,2022-2023,Back trouble,2022-08-07,2022-08-31,24 days,4.0,Man Utd
Victor Lindelöf,2021-2022,Ill,2022-01-31,2022-02-07,7 days,1.0,Man Utd
Victor Lindelöf,2021-2022,Corona virus,2021-12-26,2022-01-05,10 days,3.0,Man Utd
Victor Lindelöf,2021-2022,Heart Condition,2021-12-11,2021-12-21,10 days,1.0,Man Utd
Victor Lindelöf,2020-2021,Back Injury,2020-12-27,2021-01-06,10 days,3.0,Man Utd
Victor Lindelöf,2019-2020,Back Injury,2020-07-05,2020-07-08,3 days,,Man Utd
Victor Lindelöf,2019-2020,Ill,2020-01-20,2020-01-25,5 days,1.0,Man Utd
Victor Lindelöf,2019-2020,Back Injury,2019-11-03,2019-11-09,6 days,1.0,Man Utd
Victor Lindelöf,2018-2019,Groin Strain,2018-11-25,2018-12-15,20 days,5.0,Man Utd
Davinson Sánchez,2021-2022,Quarantine,2021-09-09,2021-09-17,8 days,2.0,Spurs
Davinson Sánchez,2019-2020,Ankle Injury,2019-09-12,2019-09-17,5 days,1.0,Spurs
Davinson Sánchez,2018-2019,Knock,2019-05-05,2019-05-31,26 days,2.0,Spurs
Davinson Sánchez,2018-2019,Hamstring Injury,2018-11-06,2018-12-26,50 days,12.0,Spurs
Serge Aurier,2022-2023,Calf Injury,2023-02-18,2023-03-05,15 days,3.0,Nott'm Forest
Serge Aurier,2020-2021,Groin Injury,2021-05-15,2021-05-18,3 days,1.0,Spurs
Serge Aurier,2020-2021,Foot Injury,2021-02-07,2021-02-26,19 days,6.0,Spurs
Serge Aurier,2020-2021,Knock,2020-12-07,2020-12-12,5 days,1.0,Spurs
Serge Aurier,2020-2021,Arch pain,2020-10-30,2020-11-07,8 days,2.0,Spurs
Serge Aurier,2020-2021,Knock,2020-09-14,2020-09-19,5 days,1.0,Spurs
Serge Aurier,2019-2020,Cheek bone contusion,2019-12-11,2019-12-11,0 days,1.0,Spurs
Serge Aurier,2019-2020,Arch pain,2019-11-06,2019-11-06,0 days,1.0,Spurs
Serge Aurier,2019-2020,Back bruise,2019-09-18,2019-09-18,0 days,1.0,Spurs
Serge Aurier,2019-2020,Fractured Arm,2019-08-17,2019-08-28,11 days,2.0,Spurs
Serge Aurier,2019-2020,Hand Injury,2019-07-29,2019-08-09,11 days,,Spurs
Serge Aurier,2018-2019,Hamstring Injury,2019-03-09,2019-05-12,64 days,13.0,Spurs
Serge Aurier,2018-2019,Ill,2019-02-01,2019-02-08,7 days,1.0,Spurs
Serge Aurier,2018-2019,Groin Injury,2018-12-08,2019-01-12,35 days,10.0,Nott'm Forest
Serge Aurier,2018-2019,Thigh Problems,2018-09-26,2018-10-11,15 days,4.0,Spurs
Juan Foyth,2019-2020,Meniscal Injury,2020-01-26,2020-07-18,174 days,16.0,Spurs
Juan Foyth,2019-2020,Ankle Injury,2019-07-31,2019-09-22,53 days,7.0,Spurs
Juan Foyth,2018-2019,Hamstring Injury,2018-12-06,2018-12-18,12 days,3.0,Spurs
Juan Foyth,2018-2019,Thigh Muscle Strain,2018-07-21,2018-09-26,67 days,8.0,Spurs
Lucas Moura,2022-2023,Calf Injury,2022-08-29,2022-10-10,42 days,8.0,Spurs
Lucas Moura,2021-2022,Dead Leg,2022-02-24,2022-03-03,7 days,2.0,Spurs
Lucas Moura,2021-2022,Ankle Injury,2021-09-16,2021-09-23,7 days,3.0,Spurs
Lucas Moura,2019-2020,Knock,2020-07-16,2020-07-20,4 days,1.0,Spurs
Lucas Moura,2019-2020,Knock,2019-12-23,2020-01-02,10 days,3.0,Spurs
Lucas Moura,2018-2019,Knee Injury,2019-01-03,2019-01-24,21 days,5.0,Spurs
Lucas Moura,2018-2019,Knock,2018-08-09,2018-08-20,11 days,2.0,Spurs
Konstantinos Mavropanos,2019-2020,Pelvis Injury,2020-02-24,2020-03-09,14 days,2.0,Arsenal
Konstantinos Mavropanos,2019-2020,Groin Injury,2019-08-08,2019-10-07,60 days,11.0,Arsenal
Sead Kolasinac,2021-2022,Ankle Injury,2021-11-13,2022-01-08,56 days,10.0,Arsenal
Sead Kolasinac,2020-2021,Knock,2020-12-05,2020-12-17,12 days,4.0,Arsenal
Sead Kolasinac,2020-2021,Corona virus,2020-11-18,2020-12-01,13 days,3.0,Arsenal
Sead Kolasinac,2019-2020,Arm Injury,2020-02-24,2020-06-15,112 days,3.0,Arsenal
Sead Kolasinac,2019-2020,Strain,2020-01-15,2020-02-15,31 days,4.0,Arsenal
Sead Kolasinac,2019-2020,Ankle Injury,2019-12-16,2019-12-30,14 days,3.0,Arsenal
Sead Kolasinac,2019-2020,Hamstring Injury,2019-11-17,2019-11-30,13 days,2.0,Arsenal
Sead Kolasinac,2018-2019,Strain,2018-12-12,2018-12-21,9 days,3.0,Arsenal
Sead Kolasinac,2018-2019,Hamstring Injury,2018-10-21,2018-11-02,12 days,4.0,Arsenal
Sead Kolasinac,2018-2019,Knee Injury,2018-08-02,2018-09-25,54 days,7.0,Arsenal
Sead Kolasinac,2017-2018,Ankle problems,2018-01-01,2018-01-11,10 days,3.0,Arsenal
Jordi Osei-Tutu,2022-2023,Cold,2022-10-31,2022-11-03,3 days,,Nott'm Forest
Jordi Osei-Tutu,2021-2022,Hamstring Injury,2021-08-19,2021-11-29,102 days,18.0,Nott'm Forest
Jordi Osei-Tutu,2020-2021,Hamstring Injury,2020-10-26,2021-03-29,154 days,33.0,Nott'm Forest
Joe Willock,2021-2022,Knee Injury,2022-05-01,2022-05-25,24 days,3.0,Newcastle
Joe Willock,2021-2022,Knee Injury,2022-04-04,2022-04-10,6 days,1.0,Newcastle
Joe Willock,2021-2022,Corona virus,2021-12-21,2021-12-31,10 days,1.0,Newcastle
Joe Willock,2019-2020,Calf Injury,2019-09-02,2019-09-14,12 days,,Newcastle
Reiss Nelson,2022-2023,Thigh Problems,2022-12-22,2023-02-12,52 days,9.0,Arsenal
Reiss Nelson,2022-2023,Thigh Problems,2022-08-08,2022-10-03,56 days,8.0,Arsenal
Reiss Nelson,2020-2021,Head Injury,2020-12-03,2021-01-11,39 days,11.0,Arsenal
Reiss Nelson,2020-2021,Knee Injury,2020-10-29,2020-11-23,25 days,5.0,Arsenal
Reiss Nelson,2019-2020,Hamstring Injury,2020-01-09,2020-02-24,46 days,8.0,Arsenal
Reiss Nelson,2019-2020,Ankle Injury,2019-10-07,2019-11-25,49 days,8.0,Arsenal
Pierre-Emerick Aubameyang,2021-2022,Corona virus,2022-01-03,2022-01-13,10 days,2.0,Arsenal
Pierre-Emerick Aubameyang,2021-2022,Corona virus,2021-08-02,2021-08-16,14 days,1.0,Arsenal
Pierre-Emerick Aubameyang,2020-2021,Malaria,2021-04-08,2021-04-26,18 days,5.0,Arsenal
Pierre-Emerick Aubameyang,2020-2021,Knock,2021-01-18,2021-02-01,14 days,4.0,Arsenal
Pierre-Emerick Aubameyang,2020-2021,Calf Injury,2020-12-17,2020-12-28,11 days,3.0,Arsenal
Pierre-Emerick Aubameyang,2019-2020,Knock,2020-01-02,2020-01-13,11 days,2.0,Arsenal
Pierre-Emerick Aubameyang,2018-2019,Nose Injury,2019-04-22,2019-04-29,7 days,2.0,Arsenal
Pierre-Emerick Aubameyang,2018-2019,Ill,2019-02-04,2019-02-25,21 days,4.0,Arsenal
Pierre-Emerick Aubameyang,2018-2019,Ill,2018-10-01,2018-10-08,7 days,2.0,Arsenal
Pierre-Emerick Aubameyang,2017-2018,Hip problems,2017-11-23,2017-11-23,0 days,,Arsenal
Alexandre Lacazette,2021-2022,Corona virus,2022-04-14,2022-04-19,5 days,1.0,Arsenal
Alexandre Lacazette,2021-2022,Ill,2021-08-01,2021-08-24,23 days,2.0,Arsenal
Alexandre Lacazette,2020-2021,Head Injury,2020-12-31,2021-01-01,1 days,,Arsenal
Alexandre Lacazette,2019-2020,Ankle Injury,2019-09-02,2019-10-20,48 days,7.0,Arsenal
Alexandre Lacazette,2018-2019,Groin Injury,2018-11-12,2018-12-01,19 days,2.0,Arsenal
Eddie Nketiah,2022-2023,Ankle Injury,2023-03-02,,32 days,6.0,Arsenal
Beni Baningime,2018-2019,Ankle Injury,2018-07-09,2018-10-22,105 days,11.0,Everton
Davy Klaassen,2017-2018,Foot Injury,2017-08-23,2017-09-07,15 days,2.0,Everton
Anthony Gordon,2022-2023,Ankle Injury,2023-03-10,2023-04-01,22 days,2.0,Newcastle
Cenk Tosun,2021-2022,Thigh muscle rupture,2022-03-10,2022-05-23,74 days,14.0,Everton
Cenk Tosun,2020-2021,Corona virus,2021-03-28,2021-04-07,10 days,2.0,Everton
Cenk Tosun,2019-2020,Contused laceration,2020-01-24,2020-02-21,28 days,2.0,Crystal Palace
Cenk Tosun,2019-2020,Groin Injury,2019-10-18,2019-10-27,9 days,2.0,Everton
Cenk Tosun,2018-2019,Torn knee ligament,2019-05-30,2019-07-30,61 days,,Crystal Palace
Sandro Ramírez,2017-2018,Heel Bone Injury,2017-08-13,2017-08-24,11 days,3.0,Everton
Nathan Broadhead,2021-2022,Hamstring Injury,2021-12-21,2022-04-01,101 days,18.0,Sunderland
Vicente Iborra,2017-2018,Hamstring Injury,2018-04-07,2018-05-04,27 days,4.0,Leicester
Vicente Iborra,2017-2018,Hamstring Injury,2017-08-01,2017-09-09,39 days,5.0,Leicester
Mario Lemina,2020-2021,Knock,2020-12-21,2021-01-18,28 days,4.0,Fulham
Mario Lemina,2020-2021,Achilles tendon problems,2020-11-02,2020-11-08,6 days,2.0,Fulham
Mario Lemina,2020-2021,Knock,2020-09-27,2020-10-17,20 days,3.0,Fulham
Mario Lemina,2018-2019,Abdominal Strain,2018-12-29,2019-04-20,112 days,17.0,Southampton
